연번,사용일,적  요,금  액,"대상
(인)",사용처,"집행구분
(카드/현금)",
,4.21,미래산업 발굴 자문 간담회,"94,000",4,원양,카드,
,4.24,해킹 등 사이버테러 대응실태 점검 등 관계관 업무협의 간담,"480,000",19,연화,카드,
,4.24,518행사 관련 의견수렴을 위한 민간단체 관계자 간담,"126,000",5,명송생복집,카드,
,4.24,문화산업육성 논의 간담회,"102,000",6,어촌,카드,
,4.26,518행사 관련 의견수렴을 위한 시민단체 관계자 간담,"132,000",5,시카프관광개발주식회사,카드,
,4.27,518행사 주간 운영을 위한 5월단체 관계자 간담,"80,000",4,고다미,카드,
,4.27,지역경제 활성화 논의 간담회,"320,000",13,땅끝마을,카드,
,3.1,직원 격려 간담회,"679,000",28,우래정,카드,
,3.3,비서실 내방객 접대용 다과재료 등 구입,"850,000",-,푸드마켓,카드,
,3.8,직원 격려 간담회,"261,000",19,산일능이버섯백숙,카드,
,3.14,공무직 전환 직원 격려 간식 구입,"225,000",-,궁전제과,카드,
,3.2,직원 격려 간식 구입,"767,300",-,미스터피자,카드,
,3.2,직원 격려 간식 구입,"450,000",-,푸드마켓,카드,
,3.22,직원 격려 간식 구입,"452,100",-,미스터피자,카드,
,3.24,"유관기관장 취임, 사무실 정비 등 화환 구입","1,780,000",-,파초화원,카드,
,3.31,비서실 내방객 접대용 다과재료 등 구입,"850,000",-,푸드마켓,카드,
,3.31,비서실 내방객 접대용 다과 구입,"700,000",-,이룸카페,카드,
,3.1,보훈단체 관계자 간담회,"57,000",7,상무옛날순대,카드,
,3.6,내방객 증정 기념품용 엽서 제작,"3,960,000",-,신바람,카드,
,3.7,관광진흥정책 관련 간담회,"371,000",15,명송생복집,카드,
,3.7,환경정책 관련 간담회,"108,000",4,어촌,카드,
,3.7,인사혁신방안 마련을 위한 타기관 인사관계관 오찬 간담,"80,000",4,아리랑한정식,카드,
,3.8,시 선관위 사무처장 오찬 간담,"215,000",9,백년미가,카드,
,3.8,시정현안 여론 청취를 위한 시 언론사 관계자 간담,"350,000",12,완도해도지,카드,
,3.8,경제유관기관 관계자 간담회,"251,000",10,해송생복집,카드,
,3.8,투명하고 신뢰성 있는 행정정보공개 관련 관계기관 오찬간담,"50,000",4,향초밥집,카드,
,3.9,민방위 훈련 추진을 위한 관계기관 담당자 간담,"279,000",10,한상차림,카드,
,3.9,일하는 방식 개선 관련 공공기관 관계관 오찬 간담,"60,000",4,아리랑한정식,카드,
,3.9,시정 홍보 및 의견 청취를 위한 언론사 관계자 간담,"240,000",9,춘하추동,카드,
,3.1,시정홍보 및 시정현안 의견청취를 위한 분야별 퇴직공무원 간담,"289,000",12,전북식당,카드,
,3.1,공공기관 근무기강 확립 등 논의 출연기관 관계관 간담,"190,000",7,신정,카드,
,3.13,직소민원의 날 민원사항 관련 사회단체 관계관 간담,"120,000",5,백년미가,카드,
,3.13,여성단체 관계자 간담회,"135,000",5,프라도관광호텔,카드,
,3.14,파라과이 센트럴주 주지사 일행 우리시 상호협력 간담,"420,000",15,연화,카드,
,3.14,무등산 방공포대 이전관련 업무추진관계관 간담,"440,000",17,자연밥상,카드,
,3.14,시정홍보 간담회,"169,000",8,어촌,카드,
,3.15,외교원 관계자 간담회,"1,686,000",57,신정,카드,
,3.15,시민사회단체 관계자 간담회,"72,000",4,갯마을장어,카드,
,3.16,시정현안 여론청취를 위한 언론사 관계자 간담,"76,000",4,상무생복집,카드,
,3.16,1인시위 대응방안 논의 등 업무협의 오찬 간담,"60,000",4,원양,카드,
,3.17,여성정책관련 의견수렴 및 협업관련 여성단체 관계관 간담,"175,000",7,한성회관,카드,
,3.17,대선공약발굴 관계자 간담회,"126,000",5,땅끝마을,카드,
,3.2,시정 여론동향 청취를 위한 언론사 관계자 오찬 간담,"110,000",5,동경,카드,
,3.21,내방인사 등 증정용 기념품 구입,"1,000,000",-,아트컴퍼니모이모,카드,
,3.21,518 관련 사회단체 간담회,"242,000",10,연한정식,카드,
,3.21,인사혁신 방안 모색을 위한 인사위원 및 관계자 간담회,"170,000",7,광주밥집,카드,
,3.21,광주호 생태문화 조성 관계자 간담회,"224,000",5,옥과한우촌,카드,
,3.21,직원 후생복지사업 추진 관련 유관기관 오찬 간담,"60,000",4,원양,카드,
,3.22,시정현안 논의 간담회,"400,000",15,향초밥집,카드,
,3.23,빛고을청년봉사단 발대식 관련 청년봉사단 관계자 간담,"230,000",8,원양,카드,
,3.24,시정현안 여론청취 및 시정홍보를 위한 언론사 관계자 간담,"324,000",11,완도해도지,카드,
,3.24,문화예술계 관계자 간담회,"60,000",3,원양,카드,
,3.24,에너지밸리조성 관계자 간담회,"256,000",10,땅끝마을,카드,
,3.27,미래산업발굴 논의 간담회,"106,000",4,땅끝마을,카드,
,3.29,자원봉사정책 관련 의견수렴을 위한 자원봉사 관계자 간담,"270,000",10,정원,카드,
,3.29,시정 여론동향 청취를 위한 언론사 관계자 오찬 간담,"200,000",7,나룻배,카드,
,3.31,공익사업선정위원 간담회,"125,000",5,백년미가,카드,
,3.31,사회단체 관계관 간담,"130,000",5,완도해도지,카드,
,3.31,여성정책 논의 간담회,"232,000",8,무등산생고기,카드,
,2.1,수행직원 격려,"18,000",3,삼성회관,카드,
,2.4,고 주종욱사무관 영결식 관계 직원 격려,"96,000",8,나주곰탕,카드,
,2.7,비서실 내방객 접대용 다과재료 등 구입,"800,000",-,푸드마켓,카드,
,2.1,직원격려 간담회(제설작업 직원 등),"189,000",20,본가등뼈감자탕,카드,
,2.14,"직원격려 간담회(감사위원회,자치행정과)","691,000",36,우래정,카드,
,2.16,직원별세 유족위로금 집행(고 주종욱 사무관),"1,000,000",1,소속직원,현금,
,2.17,시간부 및 공공기관장 현장워크숍 간담회,"995,500",64,무등산국밥 외 4,카드,
,2.18,직원격려간담회,"225,000",15,명송생복집,카드,
,2.21,5급 승진자 격려 간담회,"2,180,000",62,진도예가,카드,
,2.23,실국 서무계장 등 워크숍 간담회,"1,416,000",40,모래뜰,카드,
,2.24,실국 서무계장 등 워크숍 간담회,"368,000",36,모래뜰,카드,
,2.24,실국 서무계장 등 워크숍 간담회,"308,000",33,중원회관,카드,
,1.3,시정현안 논의 간담회,"200,000",8,대원축산 하누맘,카드,
,1.4,시정현안 논의 간담회,"164,000",6,땅끝마을,카드,
,1.9,시정현안 논의 간담회,"40,000",2,원양,카드,
,1.1,시정현안 논의 간담회,"130,000",5,상무생복집,카드,
,1.11,시정현안 논의 간담회,"220,000",8,김가원,카드,
,1.12,시정현안 논의 간담회,"88,000",4,어촌,카드,
,1.12,시정현안 논의 간담회,"294,000",10,진도예가,카드,
,1.16,시정현안 논의 간담회,"80,000",4,원양,카드,
,1.18,시정현안 논의 간담회,"54,000",3,나룻배,카드,
,2.2,시정현안 홍보 및 논의 간담회,"305,000",12,김가원,카드,
,2.3,자치행정국 현안업무 공유 행자위 의원 간담회,"486,000",18,무등산생고기,카드,
,2.3,시 공무직 등 노조 임금교섭 상견례 개최,"225,000",13,향초밥집,카드,
,2.6,시의회 업무보고 현안업무 의견청취를 위한 유관기관 오찬간담,"160,000",10,무등산생고기,카드,
,2.6,시정현안 여론청취를 위한 시 출입기자 만찬 간담,"200,000",9,여서도,카드,
,2.6,문화정책 협의 간담회,"400,000",20,자연밥상,카드,
,2.8,노인정책 협의 간담회,"60,000",3,동경,카드,
,2.9,인사위원회 개최관련 업무협의 오찬 간담,"226,000",8,가화원,카드,
,2.9,시정현안 여론청취를 위한 사회단체 만찬 간담,"135,000",9,수정,카드,
,2.9,체육정책 협의 간담회,"126,000",9,향초밥집,카드,
,2.9,협치행정 논의 간담회,"115,000",4,김가원,카드,
,2.9,청사방호 관련 정보공유를 위한 업무협의 오찬 간담,"105,000",8,해뜨는집,카드,
,2.9,장기교육 입교생 오찬간담,"120,000",8,다부,카드,
,2.1,청년정책 관련 의견청취를 위한 청년유관단체 만찬 간담,"214,000",10,제주도세기마을,카드,
,2.1,시정현안 홍보 및 논의 간담회,"174,000",6,나룻배,카드,
,2.1,시민단체 관계자 간담회,"54,000",3,명송생복집,카드,
,2.14,공공기관장 및 시간부 현장워크숍 업무협의 및 의견수렴 간담,"223,000",8,완도해도지,카드,
,2.14,경제유관기관 관계자 간담회,"151,000",6,어촌,카드,
,2.14,시정현안 논의 간담회,"122,000",5,땅끝마을,카드,
,2.14,협치행정 논의 간담회,"861,000",30,갈비봉우리,카드,
,2.15,청년정책 협의 간담회,"90,000",4,향초밥집,카드,
,2.15,청사방호관련 협조요청 등 업무협의 오찬 간담,"250,000",11,백년미가,카드,
,2.16,시정여론동향 청취를 위한 정보기관 관계자 오찬 간담,"100,000",5,한상차림,카드,
,2.16,환경정책 협의 간담회,"120,000",6,원양,카드,
,2.16,공공기관장 및 시간부 현장워크숍 업무협의 오찬 간담,"60,000",6,다부,카드,
,2.2,평생교육이사회 사전 정책의견 수렴 관계자 간담,"303,000",14,남해바다,카드,
,2.2,시정 여론동향 청취를 위한 언론사 관계자 오찬 간담,"80,000",5,다부,카드,
,2.21,시민현안 논의 간담회,"36,000",4,상무예날순대,카드,
,2.21,시 인사위원회 개최후 관계자 만찬 간담,"385,000",13,미가도,카드,
,2.21,시정현안 여론청취를 위한 언론사 관계자 오찬 간담,"91,000",5,신정,카드,
,2.21,시민소통행정 관련 간담회,"60,000",3,원양,카드,
,2.22,러시아연방 부리야트자치공화국 관계자 오찬 간담,"224,000",16,계림삼계탕,카드,
,2.22,디자인비엔날레 관계자 간담회,"60,000",3,원양,카드,
,2.22,교통정책 관련 간담회,"96,000",4,어촌,카드,
,2.23,시민현안 논의 간담회,"76,000",4,백운산,카드,
,2.23,조직역량 강화 간담회,"320,000",12,섬진강,카드,
,2.24,내방인사 등 증정용 기념품 구입,"500,000",-,아트컴커니모이모,카드,
,2.24,내방인사 등 증정용 기념품 구입,"1,900,000",-,아트컴커니모이모,카드,
,2.24,광주평생교육원 정기이사회 관계자 업무협의 오찬 간담,"470,000",18,백년미가,카드,
,2.24,삼일절 행사 추진을 위한 보훈단체 간담,"270,000",9,한상차림,카드,
,2.24,조직역량 강화 관련 간담회,"47,000",5,상무옛날순대,카드,
,2.27,시민의 날 콘텐츠 관련 의견수렴을 위한 사회단체 관계자 만찬 간담,"266,000",9,남해바다,카드,
,2.27,복지정책 관련 간담회,"67,000",3,원양,카드,
,2.27,시정현안 논의 간담회,"250,000",10,김가원,카드,
,2.27,시정 여론동향 청취를 위한 언론사 관계자 오찬 간담,"49,000",4,아리랑한정식,카드,
,1.1,시정현안 논의 간담회,"112,000",6,나비야청산가자,카드,
,1.4,시정현안 논의 간담회,"72,000",9,무등산돌솥밥,카드,
,1.5,시정현안 논의 간담회,"56,000",4,동적골,카드,
,1.6,시정현안 논의 간담회,"160,000",8,한상차림,카드,
,1.23,시정현안 논의 간담회,"240,000",12,원양,카드,
,1.23,2017년 설명절 현업부서원 격려품 구입,"24,725,000",989,신흥상회,카드,
,1.17,직원격려 간담회,"32,000",4,남해바다,카드,
,1.18,직원격려 간담회,"47,000",3,춘하추동,카드,
,1.2,직원격려 간담회,"80,000",5,소문난오돌뼈,카드,
,1.24,직원 격려품 구입(현업부서방문),"25,000",-,희망알뜰상회,카드,
,1.25,직원 격려 간담회,"165,000",9,노안나주곰탕,카드,
,1.25,직원애경사 축부의금 집행(8건),"400,000",8,소속직원,현금,
,1.26,설명절 실국장 격려 간담회,"940,000",39,아리랑한정식,카드,
,1.27,설명절 현업부서원 격려 간담회,"60,000",8,엄마손맛집,카드,
,1.2,시정홍보 신년 간담회,"800,000",50,자연밥상,카드,
,1.4,2017 새해맞이 시민생활현장 방문 관계자 만찬 간담,"208,000",26,나주곰탕,카드,
,1.6,내방인사 증정용 기념품 구입(액자),"1,000,000",-,삼오액자,카드,
,1.6,내방인사 증정용 기념품 구입(족자),"300,000",-,덕성한지필방,카드,
,1.9,자치구 경계조정 업무추진을 위한 업무관계자 만찬 간담,"120,000",4,옛섬진강,카드,
,1.1,시정현안 여론청취를 위한 출입기자 오찬 간담,"66,000",3,신정,카드,
,1.12,시정현안 여론청취를 위한 출입기자 만찬 간담,"380,000",13,완도해도지,카드,
,1.19,시정현안 논의 간담회,"95,000",4,용전식당,카드,
,1.2,시정현안 논의 간담회,"40,000",4,원양,카드,
,1.2,시정현안 논의 간담회,"142,000",5,섬진강,카드,
,1.23,무등산정상 군부대 이전관련 전문가 등 업무협의 간담,"420,000",18,자연밥상,카드,
,1.23,시정동향 청취 정보기관 관계자 만찬 간담,"236,000",8,센트럴진한정식,카드,
,1.24,시정현안 논의 간담회,"133,000",5,상무생복집,카드,
,1.25,설명절 군경기관 위문품 구입(사과),"200,000",-,한일농산,카드,
,1.25,설명절 군경기관 위문품 구입(떡),"100,000",-,낙원떡집,카드,
,1.25,설명절 군경기관 위문품 구입(귤),"117,000",-,푸드마켓,카드,
,1.26,여수수산시장 화재피해 위문 격려금,"10,000,000",-,재해구호협회,계좌이체,
,1.26,설명절 군경기관 위문품 구입(귤),"1,975,000",-,양지농산,카드,
,1.26,여수수산시장 화재 피해 위문 격려금,"5,000,000",-,재해구호협회,계좌이체,
,1.31,설명절 군경기관 위문품 구입(떡),"1,540,000",-,시루와절구,카드,
,1.31,설명절 군경기관 위문품 구입(떡),"2,060,000",-,시루와절구,카드,
,12.2,비서실 내방객 접대용 다과 구입,"790,000",,이룸카페,카드,
,12.2,비서실 내방객 다과재료 등 구입,"850,000",,푸드마켓,카드,
,12.7,현안업무 추진 격려 간식 구입,"160,000",,광주통닭,카드,
,12.9,내방인사 증정용 기념품 구입(넥타이),"1,732,500",,아트컴퍼니모이모,카드,
,12.9,공로연수 및 명예퇴직자 기념품 구입(스카프),"1,260,000",,아트컴퍼니모이모,카드,
,12.9,시책현안업무 추진부서원 격려 간식 구입,"269,700",,뚜레쥬르,카드,
,12.13,시책추진 부서원 격려 간담회,"392,000",27,노안나주곰탕외 2개소,카드,
,12.14,시책추진 부서원 격려 간담회,"334,000",27,향초밥집외2개소,카드,
,12.15,명예퇴직 및 공로연수 예정공무원 격려오찬,"940,000",35,예지원,카드,
,12.16,비서실 내방객 접대용 다과재료 등 구입,"850,000",,푸드마켓,카드,
,12.19,현안업무 추진 격려 간식 구입,"290,000",,푸드마켓,카드,
,12.19,현안업무 추진 격려 간식 구입,"300,000",,사루와절구,카드,
,12.19,유관기관장 취임 등 화환 구입,"1,850,000",,파초화원,카드,
,12.2,내방인사 증정용 기념품 구입(스카프),"700,000",,아트컴퍼니모이모,카드,
,12.2,내방인사 증정용 기념품 구입(스카프),"500,000",,아트컴퍼니모이모,카드,
,12.21,2016하반기 퇴직공무원 증정용 기념품 구입,"7,526,400",,롯데쇼핑,카드,
,12.21,각종 행사사회 및 진행담당 직원 격려 오찬 간담,"370,000",19,메기랑아구랑,카드,
,12.22,시 직장동회회 임원직 업무협의 및 격려 만찬 간담,"1,380,000",55,옥과한우촌,카드,
,12.22,현업부서원 격려 선물 구입,"675,000",,파리빠게트,카드,
,12.23,행정지원과 직원 격려 송년 만찬,"1,320,000",53,묵은지삼겹살,카드,
,12.27,국군장병 위문품 구입,"1,360,000",,롯데하이마트,카드,
,12.28,간부공무원 송년 간담회,"1,635,000",75,전주식당외 1개소,카드,
,12.28,전 용연정수사업소 김명덕 담당관 별세 유족 위로금,"1,000,000",1,내부직원,현금,
,12.28,직원 결혼 축의금 등(7건),"350,000",7,내부직원,현금,
,12.29,직원 사기진작 송년 오찬,"1,523,000",700,시청 구내식당,카드,
,11.22,시정현안 논의 간담회,"439,000",17,땅끝마을외 2개소,카드,
,11.23,시정동향 파악 시 출입기자 오찬 간담,"130,000",5,한상차림,카드,
,11.24,시 자원봉사센터 업무관계자 만찬 간담,"115,000",4,한상차림,카드,
,11.24,베스트청원경찰 선발기준 마련 관계자 오찬 간담,"100,000",4,춘하추동,카드,
,11.24,시정 여론수렴 시 출입기자 오찬 간담,"120,000",4,아리랑한정식,카드,
,11.25,생활공감모니터단 운영 관련 업무관계자 만찬 간담,"130,000",4,완도해도지,카드,
,11.29,종소기업육성 논의 간담회,"415,000",18,원양외 2개소,카드,
,11.3,시정홍보 및 여론동향 파악 시 출입기자 오찬 간담,"75,000",3,솔잎품은장어,카드,
,12.2,시정시책협조인사 등 증정 기념품용 엽서 제작,"1,980,000",,신바람,카드,
,12.2,시정현안 여론동향 청취 언론사 관계자 만찬 간담,"150,000",4,채미원,카드,
,12.3,촛불집회 시민안전 대책 추진 업무관계자 만찬 간담,"289,000",25,명덕,카드,
,12.5,노인복지시설 개선 논의 간담회,"312,000",14,땅끝마을외 2개소,카드,
,12.6,자원봉사자대회 개최 관련 업무관계자 만찬 간담,"130,000",5,한상차림,카드,
,12.8,내집앞 내가쓸기 청결운동 추진 업무관계자 만찬간담,"110,000",4,왕자관,카드,
,12.1,촛불집회 시민안전 대책 추진 업무관계자 만찬 간담,"216,000",27,풍남옥,카드,
,12.12,장기교육 수료생 오찬 간담,"116,000",11,향초밥집,카드,
,12.14,시출입 지방사 2진 오찬간담회,"559,000",19,나룻배,카드,
,12.14,서문시장 피해상인 위로 사업 추진을 위한 우리시 전통시장 상인대표 만찬,"216,000",15,풀밭촌식당,카드,
,12.15,시정현안 여론청취를 위한 출입기자 오찬 간담,"195,000",6,나룻배,카드,
,12.15,시정현안 여론청취를 위한 출입기자와 자치구 과장단 만찬 간담,"447,000",16,완도해도지,카드,
,12.16,민주의종 관련 시민소위원회 만찬 간담,"255,000",10,가족회관,카드,
,12.19,자치구 경계조정 추진을 위한 관계자 오찬 간담,"100,000",4,연한정식,카드,
,12.19,제야의종 타종식 업무협의를 위한 시민단체와 만찬 간담,"470,000",16,화원,카드,
,12.19,시정현안 여론동향 청취 언론사 관계자 오찬 간담,"148,000",4,명송생복집,카드,
,12.2,기초질서지키기 등 업무협조를 위한 만찬 간담,"93,000",4,영흥식당,카드,
,12.21,시의원과 업무협의 만찬 간담,"371,000",13,월화수한정식,카드,
,12.22,2016년 주요시정 결산관련 시 출입기자단 오찬,"475,000",19,원양,카드,
,12.22,공무직노조 대표단 의견수렴을 위한 만찬 간담,"495,000",17,남해바다,카드,
,12.24,촛불집회 시민안전 대책 추진 업무관계자 만찬 간담,"93,000",9,풍남옥,카드,
,12.28,시정소통강화 만찬 간담회,"78,000",9,나주곰탕,카드,
,12.28,시정소통강화 만찬 간담회,"240,000",9,하지메,카드,
,12.29,시정소통강화 간담회,"825,000",28,자연밥상,카드,
,12.29,내방인사 증정용 기념품 구입(트윌리스카프),"1,750,000",,아트컴퍼니모이모,카드,
,12.29,내방인사 증정용 기념품 구입(스카프),"2,000,000",,아트컴퍼니모이모,카드,
,12.29,청사방호 업무협조 유관기관 격려 간식 구입,"430,000",,푸드마켓,카드,
,12.29,촛불집회 시민안전 대책 추진 관계자 격려 간식 구입,"580,000",,푸드마켓,카드,
,10.19,광주-대구 시책현장 비교체험 업무추진 직원 격려 만찬 간담,"113,000",5,완도해도지,카드,
,10.28,동절기 서민생활안정 종합대책 업무추진 직원 격려 만찬 간담,"165,000",7,완도해도지,카드,
,11.2,입찰 및 계약업무추진 직원격려 만찬 간담,"178,000",6,완도해도지,카드,
,11.8,행정사무감사 업무추진 직원 격려 오찬,"63,000",7,큰집나주곰탕,카드,
,11.8,자치행정국 현안업무 논의 만찬 간담,"440,000",14,남경식당,카드,
,11.11,자치행정국장실 방문객 제공 다과재료 구입,"94,200",,로컬푸드,카드,
,11.23,직원 본인결혼 축의금 등(3건),"150,000",3,내부직원,현금,
,10.2,시민참여확대방안 논의 간담회,"450,000",18,명품한우,카드,
,10.21,시정현안논의 간담회,"187,000",11,한상차림외1,카드,
,10.24,시정현안논의 간담회,"277,000",16,어촌외1,카드,
,10.27,시정현안논의 간담회,"292,000",12,백년미가외1,카드,
,11.1,시정홍보 및 여론동향 파악 출입기자 만찬 간담,"75,000",3,가매일식,카드,
,11.2,주민등록 직무교육 관련 업무협의 오찬 간담,"93,000",5,향초밥집,카드,
,11.2,청년일자리 창출 논의 간담회,"440,000",19,상무생복집외2개소,카드,
,11.4,주민자치위원회 원활한 운영을 위한 업무협의 오찬 간담,"230,000",7,광주밥집,카드,
,11.4,청년도시컨퍼런스 개최결과 및 개선을 위한 업무관계자 만찬 간담,"179,000",7,완도해도지,카드,
,11.7,시정여론 수렴을 위한 출입기자 오찬 간담,"64,000",3,진도예가,카드,
,11.7,마을공동체구현 논의 간담회,"280,000",10,춘하추동,카드,
,11.8,중국 창사시 인민정부 상무부시장 일행 오찬 간담,"325,000",15,예지원,카드,
,11.9,시정여론 수렴을 위한 출입기자 오찬 간담,"98,000",4,마천루,카드,
,11.1,시정 여론수렴 관련 언론사 관계자 오찬간담,"60,000",3,원양,카드,
,11.11,시정홍보 및 여론동향 파악 시 출입기자 오찬 간담,"75,000",3,한상차림,카드,
,11.11,시정현안 논의 간담회,"258,000",19,상무생복집외2개소,카드,
,11.14,송원장학회 이사회 개최 및 참석자 오찬 간담,"320,000",12,홍아네,카드,
,11.15,민관합동정책 워크숍 운영 관련 업무협의 만찬간담,"166,000",6,화진포,카드,
,11.15,시정 여론수렴 관련 언론사 관계자 오찬간담,"100,000",4,명송생복집,카드,
,11.18,내방인사 증정용 기념품 구입(스카프),"750,000",,아트컴퍼니모이모,카드,
,11.18,위원회 안건협의 등을 위한 행정심판위원 오찬 간담,"330,000",16,예지원,카드,
,11.18,청사방호 관련 정보공유을 위한 유관기관 관계자 오찬간담,"220,000",8,백년미가,카드,
,11.21,시정홍보 및 여론동향 파악 시 출입기자 오찬 간담,"80,000",4,아리랑한정식,카드,
,11.21,시의원과 업무협의 만찬 간담,"195,000",7,미선,카드,
,11.22,교육운영계획 수립 및 인력운영 업무관계자 오찬 간담,"120,000",4,아리랑한정식,카드,
,9.23,시정현안 논의 간담회,"178,000",11,송하외2,카드,
,9.26,시정현안 홍보 만찬 간담회,"420,000",12,섬진강계절음식전문점,카드,
,9.27,시정현안홍보 오찬 간담회,"345,000",12,섬진강계절음식전문점,카드,
,9.29,시각장애인협회 관계자 업무협의 만찬 간담,"92,000",5,무등산닭불고기,카드,
,9.3,자치구 인사업무 관계자 업무협의 만찬 간담,"107,000",4,땅끝마을,카드,
,10.4,내방인사 증정용 기념품 구입(머그잔),"880,000",,행남자기특판센터,카드,
,10.4,내방인사 증정용 기념품 구입(커피잔세트),"2,376,000",,행남자기특판센터,카드,
,10.5,패럴올림픽 참가선수단 및 관계자 오찬 간담,"248,000",14,운천지풍천민물장어,카드,
,10.6,시정현안 논의 간담회,"220,000",11,원양외 2개소,카드,
,10.7,자치구 자원봉사센터 소장과 오찬 간담회,"198,000",11,양달수회타운,카드,
,10.1,내방인사 증정용 기념품 구입(넥타이),"1,925,000",,아트컴퍼니모이모,카드,
,10.1,지역경제활성화 논의 간담회,"125,000",7,명송생복집,카드,
,10.1,종교계 관계자 만찬 간담회,"170,000",8,토시래,카드,
,10.12,시정여론동향 청취를 위한 업무관계자 오찬 간담,"135,000",5,나룻배상무점,카드,
,10.14,청년도시 컨퍼런스 추진 관련 업무협의 오찬 간담,"80,000",4,진도예가,카드,
,10.14,광주형 일자리창출 논의 오찬 간담회,"393,000",15,명지원,카드,
,10.24,내방인사 증정용 기념품 구입(스카프),"1,925,000",,아트컴퍼니모이모,카드,
,8.28,4급 간부공무원 소통 간담회,"120,000",4,원양,카드,
,8.29,장기훈련 교육생 격려 간식 구입,"378,000",,희망이네방울기정떡,카드,
,8.3,비서실 내방객 접대용 다과재료 등 구입,"750,000",,푸드마켓,카드,
,8.3,경제부시장 이임 간담회,"1,789,000",70,과학기술교류협력센터,카드,
,9.2,"폭염대비 노약자, 경로당 관리부서원 오찬간담회","360,000",19,춘하추동,카드,
,9.2,비서실 내방객 접대용 다과 구입,"200,000",,이룸카페,카드,
,9.5,2016년 추석명절 현업부서원 선물 구입,"29,250,000",975,신흥상사,카드,
,9.6,직원 부친별세 부의금 등(10건),"500,000",10,내부직원,현금,
,9.7,현업부서원 격려 간담회,"1,670,000",50,묵은지삼겹살,카드,
,9.28,시정현안 논의 실국장 간담회,"148,000",8,도계선방,카드,
,9.28,지역희망박람회 관계직원 격려 오찬간담회,"72,000",8,나주곰탕,카드,
,9.28,신규시책발굴 추진부서 직원 오찬간담회,"300,000",20,명송생복집,카드,
,9.28,비서실 내방객 접대용 다과재료 등 구입,"890,000",,푸드마켓,카드,
,9.28,비서실 내방객 접대용 다과 구입,"700,000",,이룸카페,카드,
,8.5,시책관련 방문인사 증정용 기념품 구입(명함지갑),"520,000",26,세상에서 가장 아름다운 가게,카드,
,8.18,달빛동맹 한마음 대축제 관련 업무협의 오찬 간담,"150,000",6,쌍학,카드,
,8.19,시정홍보 및 여론수렴 언론사 관계자 만찬 간담,"290,000",8,한상차림,카드,
,8.23,새누리당 예산정책협의회 후속대책 마련 관계자 만찬 간담,"178,000",6,청와대,카드,
,8.26,시정홍보를 위한 언론사 관계자 만찬 간담,"250,000",7,미선,카드,
,8.27,시정현안 청취 및 논의 간담회,"24,000",3,한우방,카드,
,8.29,군공항이전 관계자 만찬 간담회,"110,000",4,연한정식,카드,
,8.3,더블어민주당 정책간담회 업무관계자 오찬 간담,"120,000",4,한상차림,카드,
,8.31,문화정책 논의 오찬 간담회,"215,000",12,다부외 1,카드,
,8.31,시정여론수렴 시 출입기자 오찬 간담,"80,000",4,백년미가,카드,
,9.1,경제부시장 취임식 등 업무추진관계관 업무협의 간담,"447,000",16,조선한정식,카드,
,9.2,시정여론수렴 시 출입기자 오찬 간담,"50,000",3,원양,카드,
,9.2,공무직노조 임금협상 관련 업무관계자 만찬 간담,"117,000",5,땅끝마을,카드,
,9.5,시내버스노선개편용역 중간보고회 관계관 업무간담 만찬,"475,000",14,조선한정식,카드,
,9.5,중앙사 출입기자단 오찬 간담회,"325,000",12,해송생복집,카드,
,9.5,체육진흥정책 논의 오만찬 간담회,"226,000",12,꼬부기외 1,카드,
,9.6,내방인사 증정용 기념품 구입(스카프),"1,000,000",,아트컴퍼니모이모,카드,
,9.6,시정시책협조인사 기념품 구입(액자),"770,000",,삼오액자,카드,
,9.6,내방인사 증정용 기념품 구입(스카프),"750,000",,아트컴퍼니모이모,카드,
,9.6,내방인사 기념품 구입(자개거울),"250,000",,진다리필공방,카드,
,9.6,시민소통 활성화를 위한 오찬 간담회,"176,000",8,강태공,카드,
,9.6,수영선수권대회 조직위원회 인력구성 관련 업무협의 만찬 간담,"107,000",7,낙지가좋아,카드,
,9.7,시.구 규제개혁 추진현황 점검 및 관계관 업무간담,"395,000",12,해동활어,카드,
,9.8,시정홍보를 위한 지방행정동우회원 오찬 간담,"1,108,000",55,상무정,카드,
,9.9,시정홍보만찬 간담회,"320,000",10,내일또식당,카드,
,9.11,오카리나 대합주 관계자 간담회,"50,000",7,초야모밀,카드,
,9.12,행정동우회 회원 간담회,"1,650,000",55,광주밥집,카드,
,9.12,시정현안 논의 간담회(만찬),"320,000",10,해동활어,카드,
,9.12,노인연합회 관계자 만찬 간담회,"160,000",7,연한정식,카드,
,9.13,추석절 시민생활현장방문 관련 업무관계자 오찬 간담,"271,000",18,강원맛코다리,카드,
,9.13,마을공동체 활성화 논의 오만찬 간담회,"211,500",15,아리랑한정식외 3,카드,
,9.19,시정홍보 만찬 간담회,"235,000",8,이가옹구,카드,
,9.2,공유재산심의위원회 업무추진상황 점검 및 업무협의 오찬간담,"132,000",6,고다미,카드,
,9.21,2017년 교육계획 수립 관련 업무관계자 만찬 간담,"184,000",5,남해바다,카드,
,9.21,시정여론수렴 및 시정홍보 시출입기자 오찬 간담,"40,000",2,원양,카드,
,9.21,시.자치구 전출입 관련 업무협의 만찬 간담,"70,000",3,땅끝마을,카드,
